"label","new_genomes/Aameric_YS121.v1.cds.fasta","new_genomes/Abit_YS124.v1.cds.fasta","new_genomes/Cang_YS89.v1.cds.fasta","new_genomes/Ccajan.v1.cds.fasta","new_genomes/Ccin_YS129.v1.cds.fasta","new_genomes/Cens_YS85.v1.cds.fasta","new_genomes/Cmolle_YS235.v1.cds.fasta","new_genomes/Cmuc_YS125.v1.cds.fasta","new_genomes/Cros_YS43.v1.cds.fasta","new_genomes/Ctet_YS88.v1.cds.fasta","new_genomes/Duni_YS76.v1.cds.fasta","new_genomes/Eind_YS44.hap1.v1.cds.fasta","new_genomes/GmaxWm82ISU_01_724_v2.1.cds_primaryTranscriptOnly.fa","new_genomes/Gstr_YS140.v1.cds.fasta","new_genomes/HpodTM013.v1.cds.fasta","new_genomes/Isuf_YS112.v1.cds.fasta","new_genomes/Itin_YS146.v1.cds.fasta","new_genomes/Lcun_YS151.v1.cds.fasta","new_genomes/Lpur_YS149.v1.cds.fasta","new_genomes/Matro_YS75.v1.cds.fasta","new_genomes/Maxil_YS73.v1.cds.fasta","new_genomes/Mlat_YS84.v1.cds.fasta","new_genomes/Mpru_YS155.v1.cds.fasta","new_genomes/Msam_YS158.v1.cds.fasta","new_genomes/Pero_YS156.v1.cds.fasta","new_genomes/Plobssplob_YS90.hap1.v1.cds.fasta","new_genomes/Plun_YS103.v1.cds.fasta","new_genomes/Pmon_YS87.hap1.v1.cds.fasta","new_genomes/Pmonvarlob_YS172.hap1.v1.cds.fasta","new_genomes/Ptet_YS159.v1.cds.fasta","new_genomes/Rmin_YS79.v1.cds.fasta","new_genomes/Shelov_YS99.v1.cds.fasta","new_genomes/Smacrob_YS261.v1.cds.fasta","new_genomes/Tlab_YS204.v1.cds.fasta","new_genomes/Tunci_YS212.v1.cds.fasta","new_genomes/Vvexilla_YS115.hap1.v1.cds.fasta","Pvul218cds.fa","TAIR10cds.fa","Vung469cds.fa"
"Smacrob_YS261.v1.contig_3264_pilon.g104600.t1","1.165","0.452","0.379","1.250","0.446","0.494","0.531","0.443","0.498","1.250","0.500","0.498","0.435","0.556","0.488","1.218","1.204","0.469","0.511","0.530","1.386","0.537","0.417","0.494","0.435","0.443","0.511","0.420","0.536","0.438","0.502","0.623","","0.412","0.418","0.530","0.540","2.507","0.574"
"Plobssplob_YS90.hap1.v1.h1tg000001l.g014680.t1","1.221","0.211","0.377","1.307","0.205","0.550","0.587","0.000","0.554","1.307","0.385","0.554","0.194","0.612","0.372","1.275","1.261","0.354","0.509","0.528","1.443","0.535","0.302","0.300","0.071","","0.509","0.418","0.533","0.244","0.387","0.621","0.443","0.171","0.177","0.528","0.538","2.563","0.572"
"Cmuc_YS125.v1.contig_374_pilon.g219700.t1","1.221","0.211","0.377","1.307","0.205","0.550","0.587","","0.554","1.307","0.385","0.554","0.194","0.612","0.372","1.275","1.261","0.354","0.509","0.528","1.443","0.535","0.302","0.300","0.071","0.000","0.509","0.418","0.533","0.244","0.387","0.621","0.443","0.171","0.177","0.528","0.538","2.563","0.572"
"Cmuc_YS125.v1.contig_375_pilon.g220140.t1","1.238","0.227","0.393","1.323","0.221","0.567","0.603","","0.570","1.323","0.401","0.570","0.210","0.628","0.389","1.291","1.277","0.370","0.525","0.544","1.459","0.551","0.318","0.317","0.087","0.034","0.525","0.434","0.550","0.261","0.403","0.637","0.459","0.187","0.194","0.544","0.554","2.579","0.588"
"Plobssplob_YS90.hap1.v1.h1tg000001l.g014690.t1","1.224","0.214","0.380","1.309","0.207","0.553","0.590","0.000","0.557","1.309","0.387","0.557","0.196","0.615","0.375","1.277","1.263","0.356","0.511","0.530","1.445","0.538","0.304","0.303","0.074","","0.511","0.420","0.536","0.247","0.389","0.624","0.445","0.173","0.180","0.531","0.540","2.566","0.575"
"Cmuc_YS125.v1.contig_374_pilon.g219710.t1","1.224","0.214","0.380","1.309","0.207","0.553","0.590","","0.557","1.309","0.387","0.557","0.196","0.615","0.375","1.277","1.263","0.356","0.511","0.530","1.445","0.538","0.304","0.303","0.074","0.000","0.511","0.420","0.536","0.247","0.389","0.624","0.445","0.173","0.180","0.531","0.540","2.566","0.575"
"Pero_YS156.v1.contig_1218_pilon.g109060.t1","1.213","0.203","0.369","1.299","0.197","0.543","0.579","0.071","0.546","1.299","0.377","0.546","0.186","0.604","0.364","1.267","1.253","0.346","0.501","0.520","1.435","0.527","0.294","0.293","","0.071","0.501","0.410","0.526","0.237","0.379","0.613","0.435","0.163","0.169","0.520","0.530","2.555","0.564"
"Ccin_YS129.v1.contig_712_pilon.g169610.t1","1.225","0.048","0.380","1.310","","0.554","0.590","0.205","0.557","1.310","0.388","0.557","0.152","0.615","0.376","1.278","1.264","0.357","0.512","0.531","1.446","0.538","0.305","0.304","0.197","0.205","0.512","0.421","0.537","0.248","0.390","0.624","0.446","0.144","0.150","0.531","0.541","2.566","0.575"
"Abit_YS124.v1.contig_574_pilon.g127390.t1","1.231","","0.386","1.316","0.048","0.560","0.596","0.211","0.563","1.316","0.394","0.563","0.158","0.621","0.382","1.284","1.270","0.363","0.518","0.537","1.452","0.544","0.311","0.310","0.203","0.211","0.518","0.427","0.543","0.254","0.396","0.631","0.452","0.150","0.156","0.538","0.547","2.573","0.582"
"GmISU01.15G210700.1","1.214","0.158","0.369","1.299","0.152","0.543","0.579","0.194","0.546","1.299","0.377","0.546","","0.604","0.365","1.267","1.253","0.346","0.501","0.520","1.435","0.527","0.294","0.293","0.186","0.194","0.501","0.410","0.526","0.237","0.379","0.613","0.435","0.133","0.139","0.521","0.530","2.556","0.564"
"Tunci_YS212.v1.contig_184_pilon.g118340.t1","1.197","0.156","0.353","1.282","0.150","0.526","0.563","0.177","0.530","1.282","0.361","0.530","0.139","0.588","0.348","1.250","1.236","0.330","0.485","0.504","1.419","0.511","0.278","0.276","0.169","0.177","0.485","0.393","0.509","0.220","0.363","0.597","0.418","0.042","","0.504","0.514","2.539","0.548"
"Tlab_YS204.v1.contig_244_pilon.g0464410.t1","1.190","0.150","0.346","1.276","0.144","0.520","0.556","0.171","0.523","1.276","0.354","0.523","0.133","0.581","0.341","1.244","1.230","0.323","0.478","0.497","1.412","0.504","0.271","0.270","0.163","0.171","0.478","0.387","0.503","0.214","0.356","0.590","0.412","","0.042","0.497","0.507","2.532","0.541"
"Ptet_YS159.v1.contig_769_pilon.g240680.t1","1.217","0.254","0.372","1.302","0.248","0.546","0.583","0.244","0.550","1.302","0.380","0.550","0.237","0.607","0.368","1.270","1.256","0.349","0.504","0.523","1.438","0.531","0.297","0.056","0.237","0.244","0.504","0.413","0.529","","0.382","0.617","0.438","0.214","0.220","0.524","0.533","2.559","0.568"
"Msam_YS158.v1.contig_607.g133080.t1","1.273","0.310","0.429","1.358","0.304","0.602","0.639","0.300","0.606","1.358","0.436","0.606","0.293","0.663","0.424","1.326","1.312","0.405","0.560","0.579","1.494","0.587","0.353","","0.293","0.300","0.560","0.469","0.585","0.056","0.438","0.673","0.494","0.270","0.276","0.580","0.589","2.615","0.624"
"Rmin_YS79.v1.contig_192_pilon.g065720.t1","1.281","0.396","0.436","1.366","0.390","0.610","0.646","0.387","0.613","1.366","0.002","0.613","0.379","0.671","0.047","1.334","1.320","0.219","0.568","0.587","1.502","0.595","0.332","0.438","0.379","0.387","0.568","0.477","0.593","0.382","","0.681","0.502","0.356","0.363","0.588","0.597","2.623","0.632"
"Duni_YS76.v1.contig_254_pilon.g164460.t1","1.279","0.394","0.434","1.364","0.388","0.608","0.644","0.385","0.611","1.364","","0.611","0.377","0.669","0.045","1.332","1.318","0.217","0.566","0.585","1.500","0.593","0.330","0.436","0.377","0.385","0.566","0.475","0.591","0.380","0.002","0.679","0.500","0.354","0.361","0.586","0.595","2.621","0.630"
"HpodTM013.v1.contig_2358_pilon.g086430.t1","1.266","0.382","0.422","1.352","0.376","0.595","0.632","0.372","0.599","1.352","0.045","0.599","0.365","0.657","","1.320","1.306","0.204","0.554","0.573","1.488","0.580","0.317","0.424","0.364","0.372","0.554","0.463","0.578","0.368","0.047","0.666","0.488","0.341","0.348","0.573","0.583","2.608","0.617"
"Lcun_YS151.v1.contig_1177_pilon.g037090.t1","1.248","0.363","0.403","1.333","0.357","0.577","0.613","0.354","0.580","1.333","0.217","0.580","0.346","0.638","0.204","1.301","1.287","","0.535","0.554","1.469","0.561","0.299","0.405","0.346","0.354","0.535","0.444","0.560","0.349","0.219","0.648","0.469","0.323","0.330","0.555","0.564","2.590","0.599"
"Mpru_YS155.v1.contig_14_pilon.g035750.t1","1.196","0.311","0.351","1.281","0.305","0.525","0.561","0.302","0.528","1.281","0.330","0.528","0.294","0.586","0.317","1.249","1.235","0.299","0.483","0.502","1.417","0.510","","0.353","0.294","0.302","0.483","0.392","0.508","0.297","0.332","0.596","0.417","0.271","0.278","0.503","0.512","2.538","0.547"
"Pmonvarlob_YS172.hap1.v1.h1tg000002l.g036830.t1","1.445","0.673","0.498","1.531","0.668","0.774","0.811","0.634","0.778","1.531","0.563","0.778","0.657","0.836","0.558","1.499","1.485","0.555","0.357","0.000","1.667","0.142","0.384","0.455","0.455","0.664","0.357","0.548","","0.455","0.563","0.825","0.357","0.634","0.456","0.297","0.266","2.787","0.307"
"Matro_YS75.v1.contig_487_pilon.g190420.t1","1.445","0.673","0.498","1.531","0.668","0.774","0.811","0.634","0.778","1.531","0.563","0.778","0.657","0.836","0.558","1.499","1.485","0.555","0.357","","1.667","0.142","0.384","0.455","0.455","0.664","0.357","0.548","0.000","0.455","0.563","0.825","0.357","0.634","0.456","0.297","0.266","2.787","0.307"
"Pmonvarlob_YS172.hap1.v1.h1tg000002l.g036870.t1","1.466","0.694","0.519","1.552","0.689","0.796","0.832","0.655","0.799","1.552","0.584","0.799","0.678","0.857","0.579","1.520","1.506","0.576","0.378","0.000","1.688","0.163","0.405","0.476","0.476","0.686","0.378","0.569","","0.476","0.584","0.846","0.378","0.655","0.477","0.318","0.287","2.808","0.328"
"Matro_YS75.v1.contig_487_pilon.g190380.t1","1.466","0.694","0.519","1.552","0.689","0.796","0.832","0.655","0.799","1.552","0.584","0.799","0.678","0.857","0.579","1.520","1.506","0.576","0.378","","1.688","0.163","0.405","0.476","0.476","0.686","0.378","0.569","0.000","0.476","0.584","0.846","0.378","0.655","0.477","0.318","0.287","2.808","0.328"
"Mlat_YS84.v1.contig_308_pilon.g193010.t1","1.458","0.686","0.511","1.543","0.680","0.787","0.824","0.646","0.791","1.543","0.575","0.791","0.669","0.848","0.570","1.511","1.497","0.567","0.370","0.170","1.679","","0.396","0.468","0.468","0.677","0.370","0.561","0.170","0.468","0.575","0.838","0.370","0.646","0.468","0.309","0.278","2.800","0.319"
"Mlat_YS84.v1.contig_308_pilon.g193020.t1","1.430","0.658","0.483","1.515","0.652","0.759","0.796","0.618","0.763","1.515","0.547","0.763","0.641","0.821","0.542","1.483","1.469","0.539","0.342","0.142","1.651","","0.368","0.440","0.440","0.649","0.342","0.533","0.142","0.440","0.547","0.810","0.342","0.618","0.440","0.281","0.250","2.772","0.292"
"Mlat_YS84.v1.contig_308_pilon.g193040.t1","1.458","0.686","0.511","1.544","0.681","0.787","0.824","0.646","0.791","1.544","0.576","0.791","0.670","0.849","0.571","1.511","1.497","0.568","0.370","0.205","1.680","","0.397","0.468","0.468","0.677","0.370","0.561","0.205","0.468","0.576","0.838","0.370","0.646","0.468","0.310","0.278","2.800","0.320"
"Mlat_YS84.v1.contig_308_pilon.g193050.t1","1.436","0.664","0.488","1.521","0.658","0.765","0.802","0.624","0.769","1.521","0.553","0.769","0.647","0.826","0.548","1.489","1.475","0.545","0.348","0.182","1.657","","0.374","0.446","0.446","0.655","0.348","0.539","0.182","0.446","0.553","0.815","0.348","0.624","0.446","0.287","0.256","2.778","0.297"
"Pmonvarlob_YS172.hap1.v1.h1tg000002l.g037040.t1","1.452","0.680","0.505","1.537","0.674","0.781","0.818","0.640","0.785","1.537","0.569","0.785","0.664","0.843","0.565","1.505","1.491","0.561","0.364","0.000","1.673","0.203","0.391","0.462","0.462","0.671","0.364","0.555","","0.462","0.569","0.832","0.364","0.640","0.462","0.304","0.272","2.794","0.314"
"Matro_YS75.v1.contig_487_pilon.g190210.t1","1.452","0.680","0.505","1.537","0.674","0.781","0.818","0.640","0.785","1.537","0.569","0.785","0.664","0.843","0.565","1.505","1.491","0.561","0.364","","1.673","0.203","0.391","0.462","0.462","0.671","0.364","0.555","0.000","0.462","0.569","0.832","0.364","0.640","0.462","0.304","0.272","2.794","0.314"
"Pmonvarlob_YS172.hap1.v1.h1tg000002l.g036850.t1","1.433","0.661","0.485","1.518","0.655","0.762","0.799","0.621","0.765","1.518","0.550","0.765","0.644","0.823","0.545","1.486","1.472","0.542","0.345","0.000","1.654","0.184","0.371","0.443","0.443","0.652","0.345","0.535","","0.443","0.550","0.812","0.345","0.621","0.443","0.284","0.253","2.775","0.294"
"Matro_YS75.v1.contig_487_pilon.g190400.t1","1.433","0.661","0.485","1.518","0.655","0.762","0.799","0.621","0.765","1.518","0.550","0.765","0.644","0.823","0.545","1.486","1.472","0.542","0.345","","1.654","0.184","0.371","0.443","0.443","0.652","0.345","0.535","0.000","0.443","0.550","0.812","0.345","0.621","0.443","0.284","0.253","2.775","0.294"
"Pmonvarlob_YS172.hap1.v1.h1tg000002l.g036880.t1","1.438","0.666","0.491","1.523","0.660","0.767","0.804","0.626","0.771","1.523","0.555","0.771","0.649","0.829","0.551","1.491","1.477","0.547","0.350","0.000","1.659","0.214","0.376","0.448","0.448","0.657","0.350","0.541","","0.448","0.555","0.818","0.350","0.626","0.448","0.289","0.258","2.780","0.300"
"Matro_YS75.v1.contig_487_pilon.g190370.t1","1.438","0.666","0.491","1.523","0.660","0.767","0.804","0.626","0.771","1.523","0.555","0.771","0.649","0.829","0.551","1.491","1.477","0.547","0.350","","1.659","0.214","0.376","0.448","0.448","0.657","0.350","0.541","0.000","0.448","0.555","0.818","0.350","0.626","0.448","0.289","0.258","2.780","0.300"
"Phvul.001G042900","1.471","0.699","0.523","1.556","0.693","0.800","0.837","0.659","0.804","1.556","0.588","0.804","0.682","0.861","0.583","1.524","1.510","0.580","0.383","0.318","1.692","0.315","0.409","0.481","0.481","0.690","0.383","0.574","0.318","0.481","0.588","0.850","0.383","0.659","0.481","0.322","","2.813","0.332"
"Phvul.001G043000","1.406","0.634","0.458","1.491","0.628","0.735","0.771","0.594","0.738","1.491","0.523","0.738","0.617","0.796","0.518","1.459","1.445","0.515","0.318","0.253","1.627","0.250","0.344","0.416","0.416","0.625","0.318","0.508","0.253","0.416","0.523","0.785","0.318","0.594","0.416","0.257","","2.748","0.267"
"Phvul.001G042800","1.493","0.721","0.545","1.578","0.715","0.822","0.859","0.681","0.826","1.578","0.610","0.826","0.704","0.883","0.605","1.546","1.532","0.602","0.405","0.340","1.714","0.337","0.431","0.503","0.503","0.712","0.405","0.596","0.340","0.503","0.610","0.872","0.405","0.681","0.503","0.344","","2.835","0.354"
"Vigun08g046500","1.468","0.696","0.521","1.554","0.691","0.797","0.834","0.657","0.801","1.554","0.586","0.801","0.680","0.859","0.581","1.522","1.508","0.578","0.356","0.336","1.690","0.333","0.407","0.478","0.478","0.687","0.356","0.571","0.336","0.478","0.586","0.848","0.380","0.657","0.479","0.265","0.309","2.810",""
"Vigun08g046400","1.527","0.755","0.580","1.613","0.750","0.856","0.893","0.715","0.860","1.613","0.645","0.860","0.739","0.918","0.640","1.580","1.566","0.636","0.415","0.395","1.749","0.392","0.466","0.537","0.537","0.746","0.415","0.630","0.395","0.537","0.645","0.907","0.439","0.715","0.537","0.324","0.368","2.869",""
"Vvexilla_YS115.hap1.v1.h1tg000010l.g174610.t1","1.493","0.721","0.545","1.578","0.715","0.822","0.859","0.681","0.825","1.578","0.610","0.825","0.704","0.883","0.605","1.546","1.532","0.602","0.381","0.361","1.714","0.358","0.431","0.503","0.503","0.712","0.381","0.595","0.361","0.503","0.610","0.872","0.405","0.681","0.503","","0.334","2.835","0.330"
"Vvexilla_YS115.hap1.v1.h1tg000010l.g174620.t1","1.416","0.644","0.469","1.502","0.639","0.746","0.782","0.605","0.749","1.502","0.534","0.749","0.628","0.807","0.529","1.470","1.456","0.526","0.304","0.284","1.638","0.281","0.355","0.426","0.426","0.636","0.304","0.519","0.284","0.426","0.534","0.796","0.328","0.605","0.427","","0.257","2.758","0.254"
"Plun_YS103.v1.contig_1053_pilon.g021370.t1","1.477","0.705","0.530","1.562","0.699","0.806","0.843","0.665","0.810","1.562","0.594","0.810","0.688","0.868","0.589","1.530","1.516","0.586","0.000","0.345","1.698","0.342","0.415","0.487","0.487","0.696","","0.580","0.345","0.487","0.594","0.857","0.389","0.665","0.487","0.304","0.318","2.819","0.280"
"Lpur_YS149.v1.contig_14_pilon.g080830.t1","1.477","0.705","0.530","1.562","0.699","0.806","0.843","0.665","0.810","1.562","0.594","0.810","0.688","0.868","0.589","1.530","1.516","0.586","","0.345","1.698","0.342","0.415","0.487","0.487","0.696","0.000","0.580","0.345","0.487","0.594","0.857","0.389","0.665","0.487","0.304","0.318","2.819","0.280"
"Vigun08g046300","1.427","0.655","0.479","1.512","0.649","0.756","0.792","0.615","0.759","1.512","0.544","0.759","0.638","0.817","0.539","1.480","1.466","0.536","0.280","0.294","1.648","0.292","0.365","0.436","0.436","0.646","0.280","0.529","0.294","0.436","0.544","0.806","0.338","0.615","0.437","0.254","0.267","2.768",""
"Smacrob_YS261.v1.contig_4138_pilon.g173710.t1","1.337","0.565","0.390","1.422","0.559","0.666","0.703","0.525","0.670","1.422","0.454","0.670","0.549","0.728","0.450","1.390","1.376","0.446","0.424","0.380","1.558","0.377","0.276","0.347","0.347","0.556","0.424","0.440","0.380","0.347","0.454","0.717","","0.525","0.347","0.364","0.353","2.679","0.374"
"Smacrob_YS261.v1.contig_4138_pilon.g173730.t1","1.321","0.549","0.373","1.406","0.543","0.650","0.686","0.509","0.653","1.406","0.438","0.653","0.532","0.711","0.433","1.374","1.360","0.430","0.408","0.364","1.542","0.361","0.259","0.330","0.330","0.540","0.408","0.423","0.364","0.330","0.438","0.700","","0.509","0.331","0.347","0.337","2.662","0.357"
"Smacrob_YS261.v1.contig_845_pilon.g268480.t1","1.319","0.547","0.372","1.404","0.541","0.648","0.685","0.507","0.652","1.404","0.437","0.652","0.531","0.710","0.432","1.372","1.358","0.428","0.406","0.362","1.540","0.359","0.258","0.329","0.329","0.538","0.406","0.422","0.362","0.329","0.437","0.699","","0.507","0.329","0.346","0.335","2.661","0.356"
"Smacrob_YS261.v1.contig_4138_pilon.g173700.t1","1.315","0.543","0.367","1.400","0.537","0.644","0.680","0.503","0.647","1.400","0.432","0.647","0.526","0.705","0.427","1.368","1.354","0.424","0.402","0.358","1.536","0.355","0.253","0.324","0.324","0.534","0.402","0.417","0.358","0.324","0.432","0.694","","0.503","0.325","0.341","0.331","2.657","0.352"
"Smacrob_YS261.v1.contig_4819_pilon.g201210.t1","1.314","0.542","0.367","1.399","0.536","0.643","0.680","0.502","0.647","1.399","0.432","0.647","0.526","0.705","0.427","1.367","1.353","0.423","0.401","0.357","1.535","0.354","0.253","0.324","0.324","0.533","0.401","0.417","0.357","0.324","0.432","0.694","","0.502","0.324","0.341","0.330","2.656","0.351"
"Smacrob_YS261.v1.contig_2368_pilon.g080040.t1","1.301","0.530","0.354","1.387","0.524","0.631","0.667","0.490","0.634","1.387","0.419","0.634","0.513","0.692","0.414","1.355","1.341","0.411","0.389","0.345","1.523","0.342","0.240","0.311","0.311","0.521","0.389","0.404","0.345","0.311","0.419","0.681","","0.490","0.312","0.328","0.318","2.643","0.338"
"Ptet_YS159.v1.contig_374_pilon.g100330.t1","1.362","0.590","0.415","1.447","0.584","0.691","0.728","0.550","0.695","1.447","0.479","0.695","0.573","0.752","0.474","1.415","1.401","0.471","0.487","0.443","1.583","0.440","0.300","0.000","0.000","0.581","0.487","0.465","0.443","","0.479","0.742","0.311","0.550","0.372","0.426","0.416","2.704","0.436"
"Pero_YS156.v1.contig_2165_pilon.g167960.t1","1.362","0.590","0.415","1.447","0.584","0.691","0.728","0.550","0.695","1.447","0.479","0.695","0.573","0.752","0.474","1.415","1.401","0.471","0.487","0.443","1.583","0.440","0.300","0.000","","0.581","0.487","0.465","0.443","0.000","0.479","0.742","0.311","0.550","0.372","0.426","0.416","2.704","0.436"
"Msam_YS158.v1.contig_95.g248380.t1","1.362","0.590","0.415","1.447","0.584","0.691","0.728","0.550","0.695","1.447","0.479","0.695","0.573","0.752","0.474","1.415","1.401","0.471","0.487","0.443","1.583","0.440","0.300","","0.000","0.581","0.487","0.465","0.443","0.000","0.479","0.742","0.311","0.550","0.372","0.426","0.416","2.704","0.436"
"Mpru_YS155.v1.contig_16_pilon.g073470.t1","1.266","0.494","0.319","1.352","0.489","0.596","0.632","0.455","0.599","1.352","0.384","0.599","0.478","0.657","0.379","1.320","1.306","0.376","0.415","0.371","1.488","0.368","","0.300","0.300","0.486","0.415","0.369","0.371","0.300","0.384","0.646","0.240","0.455","0.277","0.355","0.344","2.608","0.365"
"Tunci_YS212.v1.contig_175_pilon.g103650.t1","1.290","0.518","0.343","1.376","0.513","0.620","0.656","0.479","0.623","1.376","0.408","0.623","0.502","0.681","0.403","1.344","1.330","0.400","0.487","0.443","1.512","0.440","0.277","0.372","0.372","0.510","0.487","0.393","0.443","0.372","0.408","0.670","0.312","0.479","","0.427","0.416","2.632","0.437"
"Rmin_YS79.v1.contig_59_pilon.g262380.t1","1.405","0.633","0.457","1.490","0.627","0.734","0.770","0.593","0.737","1.490","0.053","0.737","0.616","0.795","0.237","1.458","1.444","0.425","0.647","0.614","1.626","0.611","0.448","0.543","0.543","0.624","0.647","0.507","0.614","0.543","","0.784","0.483","0.593","0.472","0.598","0.587","2.747","0.608"
"Duni_YS76.v1.contig_1333_pilon.g071080.t1","1.368","0.596","0.420","1.453","0.590","0.697","0.734","0.556","0.700","1.453","","0.700","0.579","0.758","0.200","1.421","1.407","0.388","0.610","0.577","1.589","0.574","0.411","0.506","0.506","0.587","0.610","0.470","0.577","0.506","0.053","0.747","0.446","0.556","0.435","0.561","0.550","2.710","0.571"
"Rmin_YS79.v1.contig_59_pilon.g262360.t1","1.358","0.586","0.410","1.443","0.580","0.687","0.723","0.546","0.690","1.443","0.010","0.690","0.569","0.748","0.190","1.411","1.397","0.378","0.600","0.567","1.579","0.564","0.401","0.496","0.496","0.577","0.600","0.460","0.567","0.496","","0.737","0.436","0.546","0.425","0.551","0.540","2.700","0.561"
"Duni_YS76.v1.contig_1333_pilon.g071060.t1","1.352","0.580","0.404","1.437","0.574","0.681","0.717","0.540","0.684","1.437","","0.684","0.563","0.742","0.183","1.405","1.391","0.372","0.594","0.561","1.573","0.558","0.395","0.490","0.490","0.571","0.594","0.454","0.561","0.490","0.010","0.731","0.430","0.540","0.419","0.545","0.534","2.694","0.555"
"Rmin_YS79.v1.contig_59_pilon.g262290.t1","1.341","0.569","0.393","1.426","0.563","0.670","0.707","0.529","0.673","1.426","0.000","0.673","0.552","0.731","0.173","1.394","1.380","0.361","0.583","0.550","1.562","0.547","0.384","0.479","0.479","0.560","0.583","0.443","0.550","0.479","","0.720","0.419","0.529","0.408","0.534","0.523","2.683","0.544"
"Duni_YS76.v1.contig_1333_pilon.g070990.t1","1.341","0.569","0.393","1.426","0.563","0.670","0.707","0.529","0.673","1.426","","0.673","0.552","0.731","0.173","1.394","1.380","0.361","0.583","0.550","1.562","0.547","0.384","0.479","0.479","0.560","0.583","0.443","0.550","0.479","0.000","0.720","0.419","0.529","0.408","0.534","0.523","2.683","0.544"
"HpodTM013.v1.scaffold_1183_pilon.g239080.t1","1.336","0.564","0.388","1.421","0.558","0.665","0.702","0.524","0.669","1.421","0.173","0.669","0.547","0.726","","1.389","1.375","0.356","0.578","0.545","1.557","0.542","0.379","0.474","0.474","0.555","0.578","0.439","0.545","0.474","0.173","0.715","0.414","0.524","0.403","0.529","0.518","2.678","0.539"
"Rmin_YS79.v1.contig_59_pilon.g262300.t1","1.431","0.659","0.483","1.516","0.653","0.760","0.796","0.619","0.763","1.516","0.066","0.763","0.642","0.821","0.209","1.484","1.470","0.451","0.673","0.640","1.652","0.637","0.474","0.569","0.569","0.650","0.673","0.533","0.640","0.569","","0.810","0.509","0.619","0.498","0.624","0.613","2.772","0.634"
"Duni_YS76.v1.contig_1333_pilon.g071000.t1","1.377","0.605","0.430","1.463","0.600","0.706","0.743","0.565","0.710","1.463","","0.710","0.589","0.768","0.156","1.430","1.417","0.397","0.620","0.587","1.599","0.584","0.420","0.516","0.516","0.596","0.620","0.480","0.587","0.516","0.066","0.757","0.455","0.565","0.444","0.570","0.560","2.719","0.580"
"HpodTM013.v1.scaffold_1183_pilon.g239000.t1","1.352","0.581","0.405","1.438","0.575","0.682","0.718","0.541","0.685","1.438","0.156","0.685","0.564","0.743","","1.406","1.392","0.373","0.595","0.562","1.574","0.559","0.396","0.491","0.491","0.572","0.595","0.455","0.562","0.491","0.198","0.732","0.431","0.541","0.420","0.546","0.535","2.694","0.556"
"HpodTM013.v1.scaffold_1183_pilon.g239090.t1","1.367","0.595","0.419","1.452","0.589","0.696","0.732","0.555","0.699","1.452","0.210","0.699","0.578","0.757","","1.420","1.406","0.387","0.609","0.576","1.588","0.573","0.410","0.505","0.505","0.586","0.609","0.469","0.576","0.505","0.212","0.746","0.445","0.555","0.434","0.560","0.549","2.709","0.570"
"HpodTM013.v1.scaffold_1183_pilon.g238940.t1","1.359","0.587","0.411","1.444","0.581","0.688","0.724","0.547","0.691","1.444","0.204","0.691","0.570","0.749","","1.412","1.398","0.379","0.601","0.568","1.580","0.565","0.402","0.497","0.497","0.578","0.601","0.461","0.568","0.497","0.204","0.738","0.437","0.547","0.426","0.552","0.541","2.701","0.562"
"HpodTM013.v1.scaffold_1183_pilon.g238960.t1","1.359","0.587","0.412","1.444","0.581","0.688","0.725","0.547","0.692","1.444","0.204","0.692","0.570","0.750","","1.412","1.398","0.379","0.602","0.568","1.580","0.566","0.402","0.498","0.498","0.578","0.602","0.462","0.568","0.498","0.204","0.739","0.437","0.547","0.426","0.552","0.541","2.701","0.562"
"HpodTM013.v1.scaffold_1183_pilon.g239020.t1","1.354","0.582","0.407","1.439","0.576","0.683","0.720","0.542","0.687","1.439","0.199","0.687","0.565","0.745","","1.407","1.393","0.374","0.597","0.563","1.575","0.561","0.397","0.492","0.492","0.573","0.597","0.457","0.563","0.492","0.199","0.734","0.432","0.542","0.421","0.547","0.536","2.696","0.557"
"Lcun_YS151.v1.contig_1294_pilon.g056530.t1","1.348","0.576","0.401","1.434","0.571","0.677","0.714","0.537","0.681","1.434","0.377","0.681","0.560","0.739","0.372","1.402","1.388","","0.591","0.558","1.570","0.555","0.391","0.487","0.487","0.567","0.591","0.451","0.558","0.487","0.377","0.728","0.426","0.537","0.415","0.541","0.531","2.690","0.551"
"Lcun_YS151.v1.contig_1294_pilon.g056610.t1","1.347","0.575","0.399","1.432","0.569","0.676","0.713","0.535","0.679","1.432","0.375","0.679","0.558","0.737","0.370","1.400","1.386","","0.589","0.556","1.568","0.553","0.390","0.485","0.485","0.566","0.589","0.449","0.556","0.485","0.375","0.726","0.425","0.535","0.414","0.540","0.529","2.689","0.550"
"Lcun_YS151.v1.contig_1294_pilon.g056560.t1","1.342","0.570","0.395","1.428","0.565","0.672","0.708","0.531","0.675","1.428","0.371","0.675","0.554","0.733","0.366","1.396","1.382","","0.585","0.552","1.564","0.549","0.385","0.481","0.481","0.561","0.585","0.445","0.552","0.481","0.371","0.722","0.420","0.531","0.409","0.535","0.525","2.684","0.546"
